ID,Date,Title,Content no HTML,Topics,Regions,Events,Persons / Groups,Places,Themes,Post Type,Status 
37872,2018-06-29,"At least 5 killed, 2 others injured at Maryland newspaper shooting; male suspect in custody (Update)","A male shooter killed at least five people and injured two others at the Capital Gazette newspaper in Annapolis, Maryland, on Thursday. Anne Arundel County police said only one suspect was involved and that he was in custody. The shooting occurred around 2:40 p.m. local time. Police evacuated the building, sending people to a nearby mall while authorities searched the premises. 
Police identified the suspect as a 38-year old Laurel, Maryland, resident. They said he used a shotgun and “smoke grenades.” Authorities charged the suspect with five counts of first-degree murder.
The suspect had lost a defamation case against a columnist and an editor for the Gazette in 2015, according to the Baltimore Sun. He had alleged the paper had defamed him in a 2011 column it ran that covered his guilty plea for criminal harassment of a woman via social media. Neither the columnist nor the editor in that case were present during the shooting, and they are no longer employed by the paper.
Anne Arundel County Deputy Police Chief William Krampf said, “This was a targeted attack on the Capital Gazette. This person was prepared today to come in. He was prepared to shoot people.” Police said about 170 people were in the building at the time of the shooting. The Anne Arundel County executive said police found the gunman hiding beneath a desk in the newsroom.
Phil Davis, a courts and crime reporter for the Capital Gazette, tweeted, “Gunman shot through the glass door to the office and opened fire on multiple employees.”
Davis also tweeted, “There is nothing more terrifying than hearing multiple people get shot while you're under your desk and then hear the gunman reload.” He later tweeted, “I was not tweeting from under my desk. I was already safe when I started tweeting.”
Maryland Gov. Larry Hogan (R) tweeted, “Absolutely devastated to learn of this tragedy in Annapolis.” He added, “Please, heed all warnings and stay away from the area. Praying for those at the scene and for our community.”
The FBI and the Bureau of Alcohol, Tobacco, Firearms and Explosives (ATF) were reportedly on the scene investigating. ATF can aid in tracing weapons, according to The Baltimore Sun, which owns the Capital Gazette. The Sun reported that police were on the scene within a minute of being called, and that police were sent to its site in Baltimore as a precaution. 
Sources: The Baltimore Sun, The Washington Post",The Facts|War and Conflict,USA,shooting,Capital Gazette,Annapolis|Maryland,gun violence|media,world_news,publish
37837,2018-06-29,Australia passes laws against foreign interference in domestic elections,"On Thursday, Australia’s parliament passed laws against foreign interference in elections and domestic affairs, as well as against espionage. The new laws require foreign government lobbyists to register with the Australian government. The laws also make stealing trade secrets on behalf of a foreign government a criminal offense and they impose new, larger penalties on those who disclose classified government information. The laws add 38 new crimes, with punishments ranging from 10 to 20 years in prison, according to The New York Times.
Under the laws, journalists can use a legal defense of reporting in the “public interest” if they are found to possess or publish classified information.
The laws make it illegal for people to act covertly on behalf of a foreign government to influence Australian elections, such as by organizing rallies. The laws also make it a crime to assist foreign spies in Australia and to damage economic relations with other countries. Damaging “critical infrastructure,” which includes cyberattacks on networks such as energy grids and transport systems, is also a crime under the new laws, SBS News reported. 
In December, Australian Prime Minister Malcolm Turnbull said, “Foreign powers are making unprecedented and increasingly sophisticated attempts to influence the political process, both here and abroad.” He added, “Media reports have suggested that the Chinese Communist Party has been working to covertly interfere with our media, our universities and even the decisions of elected representatives right here in this building. We take these reports very seriously.”
Lu Kang, spokesman for China’s Foreign Ministry, said the country does not interfere in other countries’ affairs, the Times reported. Kang said, “We hope that all countries could cast off [a] Cold War mind-set and strengthen exchanges and cooperation on the basis of mutual respect and equal treatment.”
The new laws allow the attorney general to name individuals as foreign agents without due process, according to the Times.
Greens party Senator Nick McKim said, “We will strongly oppose this legislation because of its impacts on freedom of speech, public interest journalism and non-violent protest.”
Australian Attorney General Christian Porter said, “The practices of modern espionage are now being encountered in so many Western democracies around the globe.” He added, “To counter this threat, Australia must have a robust, modern legislative framework to ensure our law enforcement and national security agencies are sufficiently empowered to investigate and disrupt malicious foreign interference.”
The government is planning future legislation to ban foreign political donations. 
Sources: BBC, Reuters, SBS News, The New York Times",Elections|Law &amp; Justice|The Facts|World,Australia and Oceania,legislation,,,election interference|lobbying,world_news,publish
38018,2018-06-30,Portugal’s Vitorino named new head of UN migration agency,"The International Organization for Migration (IOM) selected Portuguese politician António Vitorino as its director general on Friday, after U.S. candidate Ken Isaacs was eliminated during voting. 
Isaacs was eliminated after three rounds of voting, according to AFP. The current deputy director general, Laura Thompson from Costa Rica, then removed herself from the running and Vitorino won by acclamation, AFP reported. The ballots were secret, NBC News reported. 
Vitorino is scheduled to take over from the current director, U.S. diplomat William Lacy Swing, on Oct. 1, according to an IOM statement. Vitorino will be the second non-American head of the agency since it was founded in 1951.
Vitorino’s career
In the 1990s, Vitorino served as Portugal's deputy prime minister and defense minister, working under António Guterres, the current U.N. secretary general. Vitorino resigned from the Portuguese parliament in 1997, following media reports that raised questions about whether he had paid his property taxes in full. He then served as the European justice commissioner between 1999 and 2004.
Migration is a ""triple win for countries of origin, for countries of destination but above all for the migrants themselves,” Vitorino said at an event earlier this month. He said there’s a need to “build a broad consensus in the international area about the advantages of migration,” adding that organizations like the IOM can aid in that. 
Context of Isaacs vote
Isaacs, a vice president of a Christian humanitarian aid Samaritan's Purse, was nominated by President Donald Trump to the IOM position in February. After his nomination, news media reported on some of Isaacs' social media posts that were critical of Islam, such as him saying, “Islam is not peaceful” after a 2016 attack in the French city of Nice for which Islamic State claimed responsibility. Isaacs made his Twitter account private after the media coverage; he did not deny making the comments. 
The Trump administration has recently criticized other U.N. bodies, and the U.S. withdrew from the U.N. Human Rights Council earlier this month, citing an alleged anti-Israel bias. Also earlier this month, the U.N. Human Rights Commissioner, Zeid Ra’ad Al Hussein, criticized the Trump administration’s policy of separating immigrant families, calling it “unconscionable,” before Trump announced a change in the policy. 
Isaacs did not respond to NBC News’ request for comment about the IOM vote. 
The IOM
The IOM is “dedicated to promoting humane and orderly migration for the benefit of all,” by “providing services and advice to governments and migrants.” It also works to “promote international cooperation on migration issues, to assist in the search for practical solutions to migration problems and to provide humanitarian assistance to migrants,” according to its website. The Geneva-based organization has 169 member states, plus eight nations with observer status, and field offices in more than 100 countries. 
The IOM was headed by an American from 1951 to 1961, and then again from 1969 until now. In 2016, it became affiliated with the United Nations. 

Sources: AFP, BBC, IOM, NBC News",Immigration|The Facts|World,Europe|USA,,United Nations,Portugal,,world_news,publish
37999,2018-06-30,"New California laws to regulate consumer data collection, prohibit taxes on soda","California Gov. Jerry Brown signed into law two bills on Thursday. The California Consumer Privacy Act of 2018 affects the collection, sharing and selling of consumer data, while Assembly Bill 1838 prohibits local governments from adding new taxes on sodas until 2031. November ballot initiatives related to each law were withdrawn. 

A ballot initiative is a bill or constitutional amendment proposed by a citizen of the state that can become law if approved by voters. Ballot initiatives don’t require involvement from the governor or legislature.
California Consumer Privacy Act of 2018
The Act gives California consumers the right to know what personal data is being collected, why it is being collected and with whom it is shared. Consumers will have the option to prohibit companies, such as Google or Facebook, from selling their information to third parties and the law will affect any business that collects data on their customers. It would not affect companies “sharing” data without cost. 
Minors under the age of 16 would be required to opt-in for any data collection under the Act. The legislation is scheduled to come into effect in 2020 and could be amended before then. 
The bill was introduced by state Assembly member Ed Chau and state Sen. Robert Hertzberg on June 21 and was unanimously approved in the Assembly and Senate on Thursday.
After the law was passed, Alastair Mactaggart, a real estate developer who had put forward a ballot initiative regarding data privacy rules, said he would withdraw his measure. A bill can be amended by lawmakers, where ballot initiatives, if approved, can typically only be changed by another ballot initiative, CNN reported.
Assembly Bill 1838
Assembly Bill 1838 prohibits local governments from imposing new taxes on soda beverages until Jan. 1, 2031. California cities that have already implemented soda taxes, which include Berkeley, San Francisco, Oakland and Albany, can continue to tax the beverages.  
The bill was introduced by the Committee on Budget on June 24. It passed the Senate 27-1, with only Democratic senators voting in favor, and some Republican senators abstaining. It passed the Assembly 60-1. 
In accordance with an agreement between legislators and business representatives, the nonalcoholic beverage industry withdrew a ballot initiative to raise the voter threshold to approve local sales tax increases on any items. The initiative called for a two-thirds supermajority vote of local citizens to approve sales tax measures, an increase from the current 50 percent simple majority for most local taxes. The deadline to withdraw ballot initiatives was Thursday.
Sources: AB-1838, Ballot Initiatives, Consumer Privacy Act, CNN, LOA, Los Angeles Times, Washington Examiner, Wall Street Journal",Business|Law &amp; Justice|The Facts,USA,,Jerry Brown,California,ballot initiative|data privacy|soda,world_news,publish
37978,2018-06-30,"16 rescued, 100 dead after smuggling vessel capsizes in Mediterranean","On Friday, 16 migrants were rescued and at least 100 died after the vessel carrying them capsized in the Mediterranean Sea off the coast of Libya, according to the International Organization for Migration (IOM). The migrants had been en route to Europe aboard an inflatable craft operated by smugglers when an explosion occurred on board and the vessel capsized, according to survivors interviewed by AFP. The Libyan coast guard brought the survivors and the bodies of three children recovered from the site back to Libya. 
Also on Friday, in a separate rescue operation, the IOM said the Libyan coast guard brought 345 migrants ashore at the Libyan capital city of Tripoli. More than 10,000 migrants have been transported back to Libya so far in 2018, according to the IOM, with the country’s coast guard returning more than 2,000 last week.
Karline Kleijer, head of emergencies for Doctors Without Borders, said Friday that there is “extreme violence and abuses that refugees and migrants suffer in Libya.""
EU leaders announced an agreement on migration on Friday, after meeting at the European Council summit in Brussels. The deal proposes the creation of ""regional disembarkation platforms"" in North African nations, as well as “control centers” in Europe, to process migrants and receive refugees’ claims for asylum. The proposal seeks to reduce the number of migrants who attempt to cross the Mediterranean Sea in smugglers’ vessels. North African nations have not said whether they are able or interested in participating in such a system.
The EU leaders also agreed to provide more money for Spain and Morocco, to be used to lessen the number of migrants coming into Europe.
Illegal migrant crossings into Europe have decreased 95 percent since their peak in October 2015, according to the European Council. As of June 6, approximately 33,400 migrants have reached Europe via the sea since the beginning of the year, according to the IOM, and an estimated 785 have died. 
Sources: AFP, CNN, The Guardian",Immigration|The Facts|War and Conflict|World,Africa|Europe,Rescue,European Union,Libya,,world_news,publish
38110,2018-07-01,"At least 48 dead, 10 injured in bus crash in northern India","On Sunday, a private bus in India fell off the road into a 700 foot (213 meter) deep gorge, killing at least 48 people and injuring 10 others. Police said the 28-seat bus was carrying 58 people in the Pauri district of Uttarakhand state in northern India when it crashed at around 8:30 a.m. local time. Police official Sanjay Gunjiyal did not say what caused the crash; he said it had been raining in the morning.
Uttarakhand Chief Minister Trivendra Singh Rawat visited the site, ordered a magisterial investigation and announced a compensation of $2,922 (200,000 rupees) to the families of the deceased and $730.50 (50,000 rupees) to those injured, according to the Chief Minister’s Office.
Prime Minister Narendra Modi conveyed his condolences to the families of those killed.
More than 110,000 people are killed each year in accidents on India’s roads, according to The Associated Press.
Sources: AP, India Today",Accidents and Natural Disasters|The Facts|World,Asia,bus crash,,India,transportation,world_news,publish
38106,2018-07-01,Trump to announce Supreme Court nominee July 9 from 'about five' candidates,"On Friday, President Donald Trump said he was considering a list of “about five” people for a Supreme Court nominee that he would announce on July 9. Trump said he is considering two women and would “probably” interview about six or seven candidates altogether for the seat being vacated by Justice Anthony Kennedy, who announced his retirement on Wednesday, effective July 31. Trump said he would pick a nominee from the list of 25 names he released last November. 
“We have great people,” Trump said of the list, adding that they were “highly talented, very brilliant, mostly conservative judges.” On Wednesday, Trump said he was “honored” to be able to select the next Supreme Court nominee, adding that, “We have to pick one that’s going to be there for 40 years, 45 years.”
The Washington Post reported that an anonymous Trump adviser said the president was considering three attributes for the nominee: 1) “extraordinarily well qualified,” 2) “not weak,” meaning someone with independent judgement such as from the “political and social fashions of the day,” and 3) someone who will “interpret the Constitution the way the framers meant it to be.”
“Outside of war and peace, of course, the most important decision you make is the selection of a Supreme Court judge,” Trump said Friday.
When asked about whether his nominee would support the 1973 Roe v. Wade decision that established a woman’s right to have an abortion, Trump said, “I’m not going to ask them that question.”
On Sunday, Sen. Susan Collins (R-Maine) said, “I would not support a nominee who demonstrated hostility to Roe v. Wade because that would mean to me that their judicial philosophy did not include a respect for established decisions, established law.”
Some of Kennedy’s votes on abortion, gay rights, the death penalty and affirmative action have sided with a majority of the Democrat-appointed justices in cases decided by two votes or less. 
The candidates
The top candidates the president may be considering, according to the Post, include:

	Thomas M. Hardiman, U.S. Court of Appeals Judge
	Amy Coney Barrett, U.S. Court of Appeals Judge 
	Brett M. Kavanaugh, U.S. Circuit Judge 
	Raymond Kethledge, U.S. Circuit Judge 
	Amul Thapar, U.S. Court of Appeals Judge 

The New York Times listed U.S. Court of Appeals Judge Joan L. Larsen in place of Kethledge on its “front-runners” list, and also included U.S. Court of Appeals Judge William H. Pryor Jr. on the list.
There is one current Senator on the list of 25 potential candidates: Mike Lee (R-Utah). The remaining candidates were all judges at the time the White House released the list.
Republican leaders plan to have Trump’s nominee speak to senators in person through early August, with confirmation hearings beginning in late August, committee votes by early September, and a vote in the full Senate later that month so a new justice can be sworn in before the start of the next court term on Oct. 1, the Post reported. 
Democratic leaders said the Senate should wait until newly-elected Senators are sworn in after the November midterm elections before voting on a nominee. In 2016, the Senate delayed voting on then-President Barack Obama’s nominee, Merrick Garland, until Trump was elected, and then confirmed Trump’s nominee, Neil Gorsuch, for the vacant seat in April 2017.
Background on the Supreme Court
Approximately 7,000 to 8,000 new cases are filed each term in the Supreme Court, according to its website. For a case to be considered before the court, four judges must select it to be heard.
Court sessions “usually” continue until late June or early July, according to the court’s website. During the summer, justices analyze new petitions for cases to review, consider motions and applications, and prepare for cases to be argued in the fall.
Current makeup of the court
Justices appointed by Republican presidents
John G. Roberts, Jr., 63, Chief Justice, was nominated by then-President George W. Bush and took his seat on Sept. 29, 2005.
Anthony M. Kennedy, 81, Associate Justice, was nominated by then-President Ronald Reagan and took his seat on Feb. 18, 1988.
Clarence Thomas, 70, Associate Justice, was nominated by then-President George H.W. Bush and took his seat on Oct. 23, 1991.
Samuel A. Alito, Jr., 68, Associate Justice, was nominated by then-President George W. Bush and took his seat on Jan. 31, 2006.
Neil M. Gorsuch, 50, Associate Justice, was nominated by President Donald Trump and took his seat on April 10, 2017.
Justices appointed by Democratic presidents
Ruth Bader Ginsburg, 85, Associate Justice, was nominated by then-President Bill Clinton and took her seat on Aug. 10, 1993.
Stephen G. Breyer, 79, Associate Justice, was nominated by then-President Bill Clinton and took his seat on Aug. 3, 1994.
Sonia Sotomayor, 64, Associate Justice, was nominated by then-President Barack Obama and took her seat on Aug. 8, 2009.
Elena Kagan, 58, Associate Justice, was nominated by then-President Barack Obama and took her seat on Aug. 7, 2010.
Sources: AP, CNN, Fox News, The New York Times 1, The New York Times 2, The New York Times 3, The Washington Post, U.S. Supreme Court",Law &amp; Justice|Politics|The Facts|Trump,USA,,Anthony Kennedy|Supreme Court,Washington,nominations,world_news,publish
38216,2018-07-02,Rescuers find entire missing Thai boys’ soccer team alive in flooded cave,"On Monday, rescuers found a boys’ soccer team that went missing June 23 while on a day trip to a cave in Thailand, after they became trapped by flooding. The 12 boys, aged 11 to 16, and their 25-year-old coach, were found by naval special forces and reported “safe,” according to provincial Gov. Narongsak Osatanakorn. 

The team members were trapped in the Tham Luang Nang Non cave, in the Chiang Rai province. They are still underground where they took shelter from flooding on a ledge above water in a cavern, according to BBC. In order to evacuate them, rescue divers will need to bring them out through the water. 
Narongsak said medics would examine the boys and evaluate the situation as well as their strength and health in order to bring them out of the cave later.
“Our mission is to search, rescue and return,” Narongsak said. “So far we just found them. Next mission is to bring them out from the cave and send them home.”
Rescue teams are also working to pump water out of the cave and divert groundwater, AP reported. More than 1,000 people have been involved in the rescue operation, according to BBC, including groups from Australia, China, Myanmar, Laos, the U.S. and the U.K. Thai Prime Minister Prayuth Chan-ocha thanked the international groups for their “tremendous efforts” in helping with the operation.
The coach had taken his team to the same cave two years ago, BBC reported.
Sources: AP, BBC",Accidents and Natural Disasters|The Facts|World,Asia,Rescue,,Thailand,search and rescue|soccer,world_news,publish
38194,2018-07-02,FBI arrests Cleveland man for allegedly planning July 4th attack,"The FBI arrested a 48-year-old suspect on Sunday, alleging he was planning an attack at a July 4th parade in Cleveland, Ohio, authorities reported Monday. The suspect was charged with attempted material support of a foreign terrorist organization, and is scheduled to appear in federal court later on Monday. FBI special agent Steve Anthony said at a news conference on Monday that the suspect made continual “statements of violent intentions” and “expressed willingness to conduct a US based attack” on behalf of al-Qaida.
The suspect is Demetrius N. Pitts, a U.S. citizen who also sometimes used the names Abdur Raheem Rahfeeq and Salahadeen Osama Waleed. The suspect had been communicating with a undercover FBI agent posing as an al-Qaida operative. Their interactions were recorded. 
Pitts told the undercoverage agent that he was “trying to figure out something that would shake them up on the 4th of July,” later saying they should “have a bomb to blow up at the 4th of July parade,” according to the FBI affidavit. 
Pitts had told the undercover agent he did not want to denote bombs himself, and considered himself more of a planner and scout, according to the affidavit. The FBI alleged Pitts at one point suggested giving remote control cars with C-4 explosives to the children of military personnel in the parade, “so that the children would unwittingly detonate the bombs,” or planting it under police vehicles, the affidavit said. The criminal complaint alleged the suspect scouted locations to park a van filled with explosives. 
The suspect has a previous criminal record, including charges or domestic violence, assault and carrying a concealed weapon. Authorities began watching Pitts as early as 2015 after he sent a message to a political commentary radio show saying the U.S. would be “destroyed.” In 2017, the suspect reportedly posted on social media support of al-Qaida. If convicted of the terrorism-related charge, Pitts could be imprisoned for up to 20 years, according to the U.S. attorney’s office.
The Washington Post said it was unable to immediately locate a defense attorney for Pitts on Monday.
Justin Herdman, U.S. Attorney for the northern district of Ohio, said of the July 4th parade planned in Cleveland, “our police, our sheriff’s department and our Justice Department employees will remain vigilant in protecting our community.” Everyone should “continue to gather, continue to celebrate America, continue to celebrate our men and women in law enforcement … [and] to engage in the exchange of ideas that is central to our democracy,” he said. 
Sources: BBC, The Washington Post",Law &amp; Justice|The Facts,USA,arrest,FBI,Cleveland,crime|terrorism,world_news,publish
38161,2018-07-02,López Obrador claims victory in Mexican presidential election,"Andrés Manuel López Obrador claimed victory in Mexico’s presidential election on Sunday, after the other candidates conceded the election. The president elect, commonly known by the acronym of his initials “AMLO,” addressed supporters in Mexico City on Sunday night. “Today, they have recognized our victory,” he said. 
Ricardo Anaya, of the PAN party, José Antonio Meade, who ran as the ruling PRI party candidate, and Jaime Rodríguez Calderón conceded after polls closed at 9 p.m. EDT. Exit polls had shown López Obrador as winning 53 to 59 percent of the vote. Incumbent President Enrique Peña Nieto also called to congratulate López Obrador on Sunday night and said he would work towards a smooth transition. 
According to the Mexican National Electoral Institute (NEI), with 80 percent of the votes counted as of 9:30 pm EDT Monday, López Obrador was winning 53 percent of the vote. The candidate with the second most votes, Anaya, had 22.6 percent, followed by Meade with 15.7 percent, according to the NEI figures. Final results are expected between July 2 and July 8 at midnight, according to the NEI. Eighty-nine million Mexicans were registered to vote, CNN reported. 
Sunday’s election will also determine hundreds of federal and state legislators, mayors and eight governors across the country.
López Obrador, 64, unsuccessfully ran for the presidency twice before and served as the mayor of Mexico City from 2000 to 2005. López Obrador’s founded the National Regeneration Movement (Morena) party in 2014, after leaving another party. He is scheduled to be sworn into office for on Dec. 1. Mexican presidents are constitutionally limited to a single six-year term. Presidents are elected by popular vote and there is no run-off system, according to the NEI. 
The PRI governed Mexico for the 71 years between 1929 and 2000, and then PRI candidate Peña Nieto won the presidency in 2012.
Economic and security proposals

López Obrador has proposed reviewing existing contracts under which some of the oil sector was privatized during Peña Nieto’s tenure. Prior to the election, he said he would reduce the presidential salary by one-half and continue living in his own house if elected president. “I’m going to govern by example, with austerity,” he said.
He also said he would reduce poverty and unemployment, and eliminate Mexico’s secret service and intelligence agency. “The policies we’ve been applying for the past 30 years haven’t worked,” López Obrador said at a rally on Wednesday, the last official day of campaigning before the election. “That’s why we’re going to send their policies to the dustbin of history.”
López Obrador has said he would implement agricultural subsidies, higher pensions, and monetary grants or apprenticeships for young people who are not working or in school, according to Shannon O’Neil of the Council on Foreign Relations.
On Sunday night in his victory speech, López Obrador said, “More than through the use of force, we will tend to the causes that give rise to insecurity and violence,” noting that he begin to “develop a “plan for reconciliation and peace” with the input of rights groups, religious leaders and the United Nations. He hasn’t committed to any specific plans for the goal.
Last December, López Obrador had mentioned the possibility of offering amnesty deals for criminals, such as cartel members, as part of peace negotiations. Olga Sánchez Cordero, the woman López Obrador has proposed as an interior minister, said that any amnesty proposals would be put to a public referendum and sent to Congress only with public support. Sánchez Cordero also said longer-term goals include decriminalizing marijuana for recreational use or growing opium for medicinal purposes. 
Relations with the US
López Obrador said, “we are conscious of the need to maintain good relations with the United States.” The president-elect thanked President Donald Trump for his congratulations via Twitter on Sunday night. Trump had said he “very much” looked forward to working with López Obrador.
“We are never going to disrespect the U.S. government, because we want them to respect us,” Lopez Obrador said in an interview on Monday morning. “At the appropriate moment, we are going to get in touch, to reach an understanding” with the Trump administration. López Obrador also said he supports renegotiating the North American Free Trade Agreement (NAFTA) with Canada and the U.S., noting he would not interfere in negotiations until he takes office. 
Issues in Mexico

A 2017 Pew Research Center survey of 1,000 Mexicans found that 13 percent were satisfied and 85 percent dissatisfied with the way things were going in their country. The top eight “very big problems” identified by survey participants were crime, corrupt political leaders, drug cartel-related violence, rising prices, corrupt police officers, lack of employment opportunities, poor-quality schools, and the gap between wealthy and poor people.

There were a record 25,000 murders in Mexico last year, according to AFP. Etellekt, a Mexican political analysis consulting company, reported 113 candidates, current and former politicians and people attempting to run for office have been killed since September, including 48 of candidates for local office. Three hundred candidates, current and former politicians have experienced physical aggression during that time, according to Etellekt. 

According to the Mexican government, 43.6 percent of the country’s population was poor in 2016 (equivalent to 53.4 million out of a total 122 million), while 7.6 percent was in extreme poverty, meaning they could not afford basic items. In 2014, the government defined the poverty line as living on no more than $2,542 pesos ($157.70) per month in cities, and $1,615 pesos (about $100) in rural areas, with incomes for “extreme poverty” amounting to about half those numbers. In its poverty calculations, the government also considers other factors such as healthcare and education, Reuters reported.

In the first quarter of 2018, the Mexican unemployment rate was 3.2 percent, according to the Organization for Economic Co-operation and Development (OECD). OECD notes that “unemployed people are those who report that they are without work, that they are available for work and that they have taken active steps to find work in the last four weeks.” Individuals who have stopped looking for work are not included in the unemployment numbers.
Sources: AP, BBC, Reuters, Reuters",Elections|Politics|The Facts|World,Latin America,,Andrés Manuel López Obrador,Mexico,,world_news,publish
38152,2018-07-02,"US has 1-year plan to dismantle North Korean nuclear, other WMD programs, Bolton says","On Sunday, National Security Advisor John Bolton said the U.S. had developed a program to dismantle all of North Korea’s weapons of mass destruction (WMD) and ballistic missile programs within a year. He said he was “sure” that Secretary of State Mike Pompeo would be discussing the program with North Korea in the “near future.” Bolton said the year-long program would require “full disclosure” of all chemical, biological and nuclear programs, as well as ballistic missile sites in the country. 
“If they have the strategic decision already made to do that, and they’re cooperative, we can move very quickly,” Bolton said. “And it is to North Korea's advantage to dismantle very quickly. Then the elimination of sanctions, aid by South Korea and Japan and others can all begin to flow,” he added.
“Physically, we would be able to dismantle the overwhelming bulk of [North Korea’s] programs within a year,"" Bolton said. 
Stanford University academics have proposed a 10-year roadmap for the complete denuclearization of North Korea. Some say it could take less than 10 years.
On Sunday, South Korean media reported that U.S. Ambassador to the Philippines Sung Kim met with North Korean officials that day to discuss plans for Pompeo’s next visit to the North. 
Patrick Cronin, senior director of the Asia-Pacific Security Program at the Center for a New American Security, said U.S. and South Korean officials indicated Sung Kim was preparing a trip by Pompeo to Pyongyang at the end of this week. The State Department has not confirmed such travel plans. Pompeo recently spoke about North Korea with the foreign ministers of China, Japan and South Korea, according to the State Department.
Washington Post and NBC News report on North Korean weapons activities
The Washington Post reported on Saturday that U.S. intelligence officials have concluded that North Korea has secret weapons facilities, that the latest evidence suggests it does not intend to give up all its nuclear weapons and that it may hide the number of weapons it has.
NBC News reported that a U.S. official briefed on the latest North Korean intelligence said, “There's no evidence that [North Koreans] are decreasing stockpiles, or that they have stopped their production” of weapons. The official added, ""There is absolutely unequivocal evidence that they are trying to deceive the U.S.""
U.S. intelligence does not know the exact number of nuclear weapons North Korea has, according to Reuters. The Defense Intelligence Agency estimates that North Korea has about 50, and all intelligence agencies have concluded the country is concealing weapons.
When asked about “new reports this weekend” on “Fox News Sunday,” Bolton said, ""I am not going to comment on any reports, true, untrue, or partially true, about intelligence.” Bolton added, “I will just say this: Not answering the specific reports we've seen over the weekend ... we are using the full range of our capabilities to understand what North Korea is doing.""
On CBS News’ “Face the Nation,” Bolton said, “We know exactly what the risks are — [North Korea] using negotiations to drag out the length of time they have to continue their nuclear, chemical, biological weapons programs and ballistic missiles.”
President Donald Trump met with North Korean leader Kim Jong Un in Singapore on June 12 to discuss denuclearization of the Korean peninsula and other issues. After the meeting, the two leaders released a statement saying Trump “committed to provide security guarantees” to North Korea, and Kim “reaffirmed his firm and unwavering commitment to complete denuclearization of the Korean Peninsula.”
On Fox News Channel’s “Sunday Morning Futures with Maria Bartiromo,” Trump said of Kim, “I made a deal with him. I shook hands with him. I really believe he means it.”
Bolton said, ""There's nobody involved in this discussion with North Korea in the administration who is overburdened by naïveté. We've seen how the North Koreans have behaved before. The President's been very clear. He is not going to make the mistakes of prior administrations. We are going to pursue this, and we will see what happens.""
Bolton also said Sunday on ""Face the Nation"" that “we’re going to try and proceed to implement what the two leaders agreed to in Singapore.” He said, “Kim Jong Un was very emphatic several times in Singapore; he was different from prior regimes.” He added, ""Now, we'll let their actions speak for themselves.”
Sources: AP, CBS News, CNN, Fox News, Politico, Reuters, The Washington Post",North Korea|The Facts|Trump|War and Conflict|World,Asia|USA,,John Bolton|Kim Jong-un|Mike Pompeo,,denuclearization|international relations,world_news,publish
38149,2018-07-02,Tens of thousands demonstrate for immigrant families to be reunited,"On Saturday, tens of thousands of people participated in demonstrations organized by “Families Belong Together” to call for undocumented immigrant children to be immediately reunited with their families. In Washington, D.C., an estimated 30,000 demonstrators gathered in Lafayette Park near the White House, according to The Associated Press. There were more than 700 events around the country, including thousands who marched across the Brooklyn Bridge in New York, and thousands who marched in Chicago.
On its webpage, Families Belong Together had a link to a petition that read, “We demand that the Trump administration stop caging children and jailing their families IMMEDIATELY -- and reunite children in immigration custody with their families at once!”
Families Belong Together was formed and supported by multiple organizations, including The Leadership Conference, National Domestic Workers Alliance, MoveOn and the American Civil Liberties Union (ACLU).
As part of Saturday’s demonstrations, people protested on the bridge connecting El Paso, Texas with Ciudad Juárez, Mexico, and others gathered in protest outside a Border Patrol station in McAllen, Texas.
During the demonstrations, police arrested five people for blocking a road outside an Immigration and Customs Enforcement (ICE) office in Dallas, and at least one person was arrested in Columbus, Ohio, when protesters blocked a downtown street, AP reported. 
Family detention policy developments
The demonstrators were protesting the more than 2,000 children separated from their undocumented immigrant parents as part of the Trump administration’s “zero-tolerance policy” since April. Last Tuesday, a federal judge in San Diego ordered the federal government to reunite separated children with their families within 14 days of the court’s injunction for children under five years old, and within 30 days for older children. 
The Department of Health and Human Services said it was reviewing its entire caseload of about 12,000 immigrant children under government care to ensure compliance with the ruling. Some of these children may have been separated from parents before the “zero-tolerance policy” was announced in April, and others may have been found unaccompanied.
In a June 20 executive order, President Donald Trump called for the attorney general to file a request with the U.S. District Court for the Central District of California to modify the “Flores settlement” so the government could detain alien families together during proceedings, such as criminal ones for illegal entry into the country.
The 1997 “Flores settlement” is a “consent decree” court agreement that resulted from a constitutional challenge of U.S. practices and regulations regarding the detention of unaccompanied immigrant children. Courts and the government have in the past interpreted the Flores settlement to limit detainment of both unaccompanied and accompanied children to 20 days.
On Friday, the Department of Justice (DOJ) filed documents in a Los Angeles court regarding the Flores settlement, in which the DOJ argued that families could now be detained together since the San Diego injunction barred them from being separated, unless adults were deemed “unfit” as parents or a danger to their children. 
Lee Gelernt, deputy director of the ACLU Immigrants’ Rights Project, said the government did not have to detain families, and could release parents who do not pose a flight risk or danger to the community. He also said undocumented migrant parents can choose to release their children if they do not want them to be held in a family detention center.
Sources: AP 1, AP 2, CNN, Reuters",Immigration|Law &amp; Justice|The Facts|Trump,USA,demonstrations,ACLU|Department of Justice|Families Belong Together,Washington,zero-tolerance policy,world_news,publish
